City_ID,City,Country,Cloudiness,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
138,Alofi,NU,68,1552402800,94,-19.06,-169.92,75.2,2.24
139,Magadan,RU,32,1552406520,100,59.56,150.8,10.88,3.49
140,Pevek,RU,20,1552406520,100,69.7,170.27,-25.22,4.38
141,Rio Grande,BR,90,1552402800,74,-32.03,-52.1,78.8,14.99
142,Wajid,SO,0,1552406521,17,3.81,43.25,95.3,10.2
143,La Ronge,CA,75,1552402800,73,55.1,-105.3,24.8,3.36
144,Beyneu,KZ,0,1552406522,49,45.32,55.19,49.76,2.71
145,Sao Gabriel da Cachoeira,BR,44,1552406522,87,-0.13,-67.09,80.45,2.71
146,Torbay,CA,40,1552406461,82,47.66,-52.73,42.01,12.75
147,Longonjo,AO,75,1552402800,100,-12.91,15.25,62.6,5.82
148,Maralal,KE,0,1552406523,65,1.1,36.7,73.25,4.61
149,Tuatapere,NZ,0,1552406406,93,-46.13,167.69,54,1.99
150,Cabo San Lucas,MX,90,1552406435,93,22.89,-109.91,73.99,18.34
151,San Juan,PR,20,1552406326,65,18.47,-66.12,84,13.87
152,Saint-Francois,FR,0,1552406446,53,46.42,3.91,60.8,10.29
153,Borovoy,RU,88,1552406530,95,63.23,52.89,31.62,3.6
154,Meulaboh,ID,56,1552406530,100,4.14,96.13,81.26,1.81
155,Pisco,PE,0,1552402800,30,-13.71,-76.2,71.6,9.17
156,Lompoc,US,1,1552406227,75,34.64,-120.46,57,10.2
157,Hithadhoo,MV,0,1552406531,100,-0.6,73.08,84.14,12.44
158,Norman Wells,CA,75,1552402800,84,65.28,-126.83,5,21.92
159,Pangody,RU,32,1552406532,81,65.85,74.49,14.84,13.22
160,Sorland,NO,0,1552405800,50,67.67,12.69,33.8,20.8
161,Matamoros,US,75,1552406467,78,25.87,-97.51,80.6,13.87
162,Chimoio,MZ,20,1552402800,51,-19.11,33.48,80.6,13.87
163,Santa Helena de Goias,BR,0,1552406433,82,-17.81,-50.6,86.3,4.38
164,Saldanha,PT,12,1552406533,39,41.42,-6.55,65.24,13
165,Vestmanna,FO,92,1552405800,75,62.16,-7.17,41,11.41
166,Ponta do Sol,BR,12,1552406534,72,-20.63,-46,81.71,10.98
167,Elliot Lake,CA,1,1552402800,73,46.37,-82.65,24.8,6.93
168,Robertsonpet,IN,0,1552406113,30,12.96,78.27,86,9.17
169,Port Lincoln,AU,64,1552406534,100,-34.72,135.86,57.81,6.62
170,Merauke,ID,68,1552406535,100,-8.49,140.4,75.27,15.23
171,Esna,RO,44,1552406535,93,45.2,27.57,43.86,6.96
172,Linfen,CN,0,1552406535,46,36.09,111.52,29.69,4.61
173,Moussoro,TD,0,1552406536,13,13.64,16.49,100.88,5.84
174,Sitka,US,92,1552406443,98,37.17,-99.65,48,11.99
175,Key Largo,US,1,1552406294,65,25.09,-80.45,84,5.82
176,Kudahuvadhoo,MV,8,1552406536,98,2.67,72.89,84.36,13.78
177,Vangaindrano,MG,100,1552406537,89,-23.35,47.6,73.97,5.06
178,Pueblo,US,90,1552406234,70,38.25,-104.61,52,13.87
179,Nuuk,GL,20,1552405971,61,64.17,-51.74,17.6,19.46
180,Dickinson,US,1,1552406413,63,46.88,-102.79,33.01,13.87
181,Takapau,NZ,76,1552404857,93,-40.02,176.35,61,2.59
182,Avera,US,1,1552406518,34,33.19,-82.53,64.4,6.93
183,Bathurst,AU,0,1552406497,58,-33.42,149.58,55,3.04
184,Narsaq,GL,75,1552402200,51,60.91,-46.05,35.6,8.75
185,Ibia,NG,24,1552406539,67,5.18,6.32,92.06,8.08
186,Praia da Vitoria,PT,90,1552405590,76,38.73,-27.07,59,21.83
187,Bone,ID,20,1552402800,100,-5.29,119.42,77,1.12
188,Cartagena,ES,0,1552406441,49,37.63,-1,75.2,11.41
189,Hay River,CA,75,1552402800,85,60.82,-115.79,23,8.05
190,Kindu,CD,56,1552406541,50,-2.95,25.92,88.41,3.83
191,Schruns,AT,0,1552406530,45,47.08,9.92,51.01,9.17
192,Takoradi,GH,8,1552406542,86,4.89,-1.75,86.97,11.21
193,Puerto Colombia,CO,0,1552406497,58,10.99,-74.96,87.01,16.11
194,Saint Anthony,US,1,1552406160,85,43.97,-111.68,21.2,3.38
195,Hoi An,VN,75,1552402800,83,15.88,108.33,77,3.36
196,Bad Laasphe,DE,75,1552406525,49,50.93,8.41,50,26.4
197,Caravelas,BR,68,1552406543,100,-17.73,-39.27,83.37,6.62
198,Esperance,TT,40,1552406480,62,10.24,-61.45,84.99,13.87
199,San Ramon de la Nueva Oran,AR,100,1552406543,100,-23.13,-64.33,67.04,4.38
200,Ende,ID,88,1552406544,100,-8.84,121.65,80.04,6.62
201,Airai,TL,44,1552406544,91,-8.93,125.41,70.41,1.25
202,Pointe Michel,DM,20,1552402800,54,15.25,-61.38,84.2,4.7
203,Bandarbeyla,SO,88,1552406544,100,9.49,50.81,78.56,12.21
204,Tautira,PF,88,1552402800,83,-17.73,-149.15,75.2,4.7
205,Goianapolis,BR,75,1552402800,58,-16.51,-49.02,86,5.82
206,Kirkenaer,NO,75,1552406404,73,60.46,12.06,30.2,10.29
207,Inta,RU,68,1552406546,84,66.04,60.13,30.81,4.61
208,Geraldton,CA,75,1552402800,50,49.72,-86.95,28.4,17.22
209,Puyang,CN,0,1552406546,34,35.76,115.02,36.17,7.18
210,Jardim,BR,0,1552406546,89,-21.48,-56.15,83.87,8.52
211,Marzuq,YE,8,1552406547,32,14.4,46.47,75.86,3.27
212,Tiznit,MA,0,1552406547,79,29.7,-9.73,70.14,5.28
213,Vardo,US,1,1552406542,35,39.62,-77.74,45,14.99
214,Olinda,EC,75,1552406527,74,-2.03,-79.75,86,6.93
215,Aegviidu,EE,90,1552406524,79,59.29,25.61,28.99,8.05
216,Poum,MK,90,1552402800,74,41.28,20.71,32,8.05
217,Sangmelima,CM,12,1552406548,55,2.93,11.98,84.23,2.71
218,Selma,US,1,1552406526,100,36.57,-119.61,52,4.7
219,Mehamn,NO,40,1552405800,86,71.03,27.85,30.2,16.11
220,Sobolevo,RU,80,1552406552,74,54.43,31.9,29.46,19.04
221,Akcakoca,TR,92,1552406552,95,41.09,31.12,51.29,2.04
222,Kurilsk,RU,92,1552406552,95,45.23,147.88,29.46,13.67
223,Pangnirtung,CA,20,1552402800,75,66.15,-65.72,-20.21,3.49
224,Provideniya,RU,0,1552406553,100,64.42,-173.23,0.39,18.81
225,Zhuzhou,CN,0,1552402800,62,27.84,113.15,57.2,4.47
226,Isangel,VU,76,1552402800,94,-19.55,169.27,73.4,3.36
227,Iwanai,JP,76,1552406554,100,42.97,140.51,33.51,2.59
228,Evensk,RU,20,1552406555,100,61.92,159.24,3.99,4.61
229,Shasta Lake,US,75,1552406554,86,40.68,-122.36,46.4,1.7
230,Porto Belo,BR,40,1552406543,88,-27.15,-48.54,79,11.41
231,Beloha,MG,0,1552406555,55,-25.17,45.06,80.76,20.04
232,Solnechnyy,RU,92,1552406556,86,50.72,136.64,22.17,7.52
233,Luderitz,NA,0,1552406556,74,-26.65,15.16,66.14,17.81
234,Milkovo,BG,90,1552406285,93,41.53,24.68,48.2,6.93
235,Jerome,US,90,1552406541,93,34.75,-112.11,48,13.87
236,Vila Velha,BR,20,1552406299,66,-3.71,-38.6,86,16.11
237,Musson,LU,0,1552406535,49,49.56,5.71,52,16.11
238,Coihaique,CL,0,1552402800,58,-45.58,-72.07,57.2,3.36
239,Salalah,OM,0,1552402200,57,17.01,54.1,78.8,5.82
240,Kruisfontein,ZA,48,1552406558,90,-34,24.73,67.85,1.7
241,Ribeira Grande,PT,75,1552404600,67,38.52,-28.7,60.8,18.34
242,New Norfolk,AU,20,1552406239,66,-42.78,147.06,48.2,10.29
243,Mahon,IE,75,1552406217,70,51.89,-8.4,44.6,25.28
244,Calderitas,MX,40,1552405800,62,18.55,-88.26,84.2,13.87
245,Portland,US,90,1552406142,86,45.52,-122.67,42.01,5.95
246,Itarema,BR,80,1552406559,100,-2.92,-39.92,79.14,4.94
247,Kalat,PK,88,1552406560,81,29.03,66.58,39.5,3.71
248,Vila Franca do Campo,PT,40,1552406553,93,37.72,-25.43,57.2,18.34
249,Morondava,MG,92,1552406560,100,-20.3,44.28,77.52,10.87
250,Letka,BA,20,1552402800,36,43.74,17.27,48.2,34.45
251,Dabat,ET,48,1552406561,19,12.98,37.77,82.29,2.48
252,Wangou,CN,48,1552406561,50,42.06,126.91,17,6.62
253,Kichera,RU,80,1552406561,86,55.93,110.1,15.42,0.69
254,Kincardine,GB,75,1552406539,56,56.07,-3.72,46,25.28
255,Dingle,PH,8,1552406562,72,11,122.67,73.74,9.42
256,Rocha,UY,92,1552406562,76,-34.48,-54.34,73.61,9.98
257,Nouadhibou,MR,0,1552402800,18,20.93,-17.03,87.8,19.46
258,Tieling,CN,0,1552406563,53,42.29,123.84,24.83,7.4
259,Leningradskiy,RU,0,1552406563,72,69.38,178.42,-16.49,13.22
260,Kuytun,RU,64,1552406301,73,54.34,101.51,25.37,5.73
261,Weyburn,CA,0,1552406329,69,49.67,-103.85,28.99,15.99
262,Yeniseysk,RU,88,1552406564,87,58.45,92.17,25.19,4.27
263,Dicabisagan,PH,92,1552406564,100,17.08,122.42,72.53,5.17
264,Hasaki,JP,20,1552405774,93,35.73,140.83,45,1.12
265,Mont-Dore,NC,75,1552402800,83,-22.23,166.53,71.6,5.5
266,Seoul,KR,1,1552404000,38,37.57,126.98,35.6,2.24
267,Balaipungut,ID,48,1552406565,71,1.11,101.31,80.49,1.36
268,Smithers,CA,75,1552402800,92,54.78,-127.17,17.6,2.24
269,Sao Sebastiao,BR,64,1552406565,88,-3.15,-58.36,80.63,3.04
270,Caboolture,AU,0,1552406501,94,-27.08,152.95,77,5.82
271,Hollins,US,1,1552406557,41,37.35,-79.95,52,9.17
272,Ilulissat,GL,20,1552402200,50,69.22,-51.1,6.8,11.41
273,Sistranda,NO,75,1552406469,55,63.73,8.83,33.8,43.62
274,Fukue,JP,40,1552406389,87,35.03,136.69,48,6.93
275,Mangla,IN,0,1552406567,69,32.54,76.11,37.43,2.26
276,Alugan,PH,80,1552406567,98,12.22,125.48,75.59,7.96
277,Port Hedland,AU,92,1552402800,84,-20.31,118.58,86,10.29
278,Sur,OM,0,1552406567,90,22.57,59.53,72.12,13
279,Rorvik,NO,0,1552406402,100,64.86,11.24,32,24.16
280,Yar-Sale,RU,56,1552406568,87,66.83,70.83,14.84,17.02
281,Talaya,RU,75,1552405529,96,55.79,84.89,34,15.66
282,Zyryanka,RU,56,1552406568,64,65.73,150.89,-3.84,2.48
283,Mgandu,TZ,36,1552406569,52,-5.96,34.11,78.87,5.84
284,Vao,EE,80,1552406569,82,59.1,26.19,27.53,10.2
285,Aasiaat,GL,12,1552406569,100,68.71,-52.87,7.91,8.75
286,Zdunska Wola,PL,40,1552406462,69,51.6,18.94,41,11.41
287,Waingapu,ID,88,1552406570,95,-9.65,120.26,74.69,2.93
288,Biskupiec,PL,0,1552402800,38,53.87,20.96,39.2,11.41
289,Douentza,ML,0,1552406570,20,15.01,-2.95,90.12,10.65
290,Iralaya,HN,92,1552406571,74,15,-83.23,82.52,11.54
291,Pingliang,CN,68,1552406571,66,35.54,106.68,31.31,3.15
292,Touros,BR,80,1552406571,95,-5.2,-35.46,81.71,12.55
293,Alice Springs,AU,0,1552402800,30,-23.7,133.88,84.2,6.93
294,Kulhudhuffushi,MV,0,1552406572,100,6.62,73.07,84.09,8.97
295,Sokoto,NG,0,1552406473,16,13.06,5.24,102.27,8.3
296,Faanui,PF,12,1552406572,100,-16.48,-151.75,82.43,9.53
297,Lorengau,PG,76,1552406572,100,-2.02,147.27,78.69,9.98
298,Pak Phanang,TH,0,1552406572,100,8.35,100.2,80.99,4.16
299,Edgewater,US,90,1552406535,73,28.99,-80.9,75.2,16.11
300,Yermakovskoye,RU,88,1552406573,83,53.28,92.4,33.11,7.96
301,Bethel,US,90,1552402560,79,60.79,-161.76,26.6,5.82
302,Kloulklubed,PW,75,1552402200,88,7.04,134.26,75.2,5.82
303,Katsuura,JP,20,1552406083,74,33.93,134.5,51.01,9.17
304,Masindi,UG,8,1552406574,46,1.69,31.72,90.12,4.27
305,Huilong,CN,92,1552406575,69,28.89,110.18,52.14,2.26
306,Mayumba,GA,76,1552406575,99,-3.44,10.65,82.52,4.38
307,Tahoua,NE,0,1552406576,17,14.89,5.26,98.45,8.86
308,Vestmannaeyjar,IS,75,1552402800,69,63.44,-20.27,39.2,32.21
309,Flin Flon,CA,75,1552402800,73,54.77,-101.88,23,2.24
310,Bakchar,RU,92,1552406576,96,57.02,82.07,35.45,7.96
311,Puerto Ayacucho,CO,40,1552402800,58,5.66,-67.63,87.8,3.6
312,Fomboni,KM,24,1552406577,97,-12.28,43.74,84.72,10.42
313,Amahai,ID,64,1552406577,100,-3.31,129,78.51,1.03
314,Nadym,RU,68,1552406577,90,65.53,72.51,19.11,14
315,Komsomolskiy,RU,48,1552406578,82,67.55,63.78,16.91,11.43
316,Madras,US,75,1552406556,80,44.63,-121.13,37.99,11.41
317,Intipuca,SV,0,1552405800,46,13.2,-88.05,89.6,13.87
318,Iqaluit,CA,20,1552405972,62,63.75,-68.52,-16.01,18.34
319,Kaseda,JP,0,1552405996,100,31.42,130.32,53.01,1.01
320,Saint-Pierre,FR,0,1552406525,40,48.95,4.24,55.4,24.16
321,Burns Lake,CA,0,1552406585,74,54.23,-125.76,17.31,4.05
322,Santa Isabel,CO,90,1552402800,88,4.71,-75.1,75.2,3.36
323,Broome,GB,75,1552406585,93,52.47,1.45,42.01,13.87
324,Halifax,CA,75,1552406165,59,44.65,-63.58,37,16.11
325,Avarua,CK,64,1552402800,78,-21.21,-159.78,80.6,6.93
326,Chandil,IN,0,1552406586,58,22.96,86.05,77.16,6.06
327,Padang,ID,40,1552402800,83,-0.92,100.36,77,4.7
328,Meadow Lake,CA,40,1552402800,85,54.13,-108.44,15.8,6.93
329,Miyako,JP,75,1552406584,81,33.63,130.94,53.01,13.87
330,Souillac,FR,90,1552406571,71,45.6,-0.6,57.2,20.8
331,Fortuna,ES,0,1552406574,68,38.18,-1.13,77,8.05
332,Peniche,PT,20,1552406505,63,39.36,-9.38,62.6,14.99
333,Fulton,US,90,1552406547,58,43.32,-76.42,32,4.7
334,Seymchan,RU,0,1552406590,35,62.93,152.39,-24.41,1.48
335,Veraval,FR,90,1552406522,76,49.65,0.71,52,25.28
336,Shenjiamen,CN,0,1552406590,86,29.96,122.3,50.79,15.79
337,San Cristobal,EC,40,1552406426,63,-0.39,-78.55,66.2,5.82
338,Victoria,BN,75,1552404600,78,5.28,115.24,80.6,2.24
339,San Francisco,US,40,1552406056,81,37.78,-122.42,53.01,18.34
340,Rawson,AR,0,1552406591,43,-43.3,-65.11,67.85,10.2
341,Constitucion,MX,40,1552406415,32,23.99,-104.67,68,8.05
342,Severo-Yeniseyskiy,RU,88,1552406592,77,60.37,93.04,27.39,7.74
343,Cap Malheureux,MU,75,1552406346,78,-19.98,57.61,82.4,4.7
344,Tuktoyaktuk,CA,40,1552402800,75,69.44,-133.03,-16.61,2.24
345,Nyurba,RU,56,1552406592,85,63.29,118.35,11.91,2.59
346,Viedma,AR,24,1552406593,52,-40.81,-62.99,70.14,16.35
347,Kenai,US,1,1552406524,63,60.55,-151.26,30.2,11.41
348,Bathsheba,BB,75,1552402800,78,13.22,-59.52,77,21.92
349,Verkhnevilyuysk,RU,68,1552406594,81,63.45,120.31,13.22,5.17
350,Polyarnyye Zori,RU,0,1552406594,71,67.37,32.5,19.11,4.38
351,Salamiyah,SY,44,1552406594,27,35.01,37.05,67.4,1.48
352,Semnan,IR,0,1552406594,39,35.58,53.39,50.3,3.38
353,Boende,CD,48,1552406595,40,-0.28,20.88,94.04,1.36
354,Sungairaya,ID,48,1552406595,86,0.7,108.9,77.34,3.94
355,Pacific Grove,US,75,1552406297,81,36.62,-121.92,53.01,4.7
356,Kungurtug,RU,76,1552406595,78,50.6,97.53,12.32,4.38
357,Calvinia,ZA,0,1552406595,27,-31.47,19.78,75.14,9.42
358,Brae,GB,20,1552405800,65,60.4,-1.35,44.6,21.92
359,Nome,US,90,1552406545,82,30.04,-94.42,66.99,6.93
360,Cockburn Town,TC,0,1552406550,100,21.46,-71.14,76.94,11.43
361,Daan,YE,12,1552406597,61,17,43.43,79.37,3.27
362,Elat,CM,36,1552406597,71,2.91,11.16,82.97,2.93
363,Havoysund,NO,40,1552405800,68,71,24.66,30.2,9.17
364,Tommot,RU,20,1552406598,57,58.97,126.27,-2.72,2.37
365,Kilindoni,TZ,24,1552406598,97,-7.91,39.67,84.14,11.77
366,Yumen,CN,12,1552406598,61,40.29,97.04,25.14,1.92
367,Maniitsoq,GL,0,1552406598,84,65.42,-52.9,8.72,7.52
368,Novosheshminsk,RU,92,1552406599,96,55.06,51.22,32.57,18.37
369,Nur,PL,48,1552406599,68,52.67,22.32,36.44,14
370,Yinchuan,CN,12,1552406599,54,38.48,106.21,24.06,5.28
371,Dzhebariki-Khaya,RU,20,1552406600,58,62.22,135.8,-6.59,2.59
372,Desterro,BR,8,1552406600,42,-7.29,-37.09,92.82,11.43
373,Sharjah,AE,0,1552402800,53,25.36,55.39,71.6,14.99
374,Quesnel,CA,40,1552406432,92,52.98,-122.49,21,2.93
375,Placido de Castro,BR,20,1552406600,77,-10.34,-67.19,84.27,2.93
376,Husavik,CA,12,1552406469,88,50.56,-96.99,24.01,11.99
377,Indian Head,CA,0,1552406475,62,50.53,-103.67,30.99,3
378,Port Hardy,CA,75,1552402800,100,50.7,-127.42,33.8,8.05
379,Gisenyi,CD,75,1552402800,53,-1.69,29.26,75.2,6.93
